"strain_id","name","type","rating"
4809,"purple-panty-dropper","indica","4.3"
4810,"purple-passion","indica","4.4"
4811,"purple-people-eater","indica","4.1"
4812,"purple-pinecone","indica","4.6"
4813,"purple-power","sativa","4.4"
4814,"purple-princess","hybrid","4.2"
4815,"purple-punch","indica","4.6"
4816,"purple-rhino","hybrid","4.8"
4817,"purple-skunk","hybrid","4.3"
4818,"purple-sour-diesel","hybrid","4.3"
4819,"purple-star","indica","4.6"
4820,"purple-swish","indica","5"
4821,"purple-tangie","sativa","4.5"
4822,"purple-thai","sativa","4.6"
4823,"purple-tonic","indica","3.2"
4824,"purple-trainwreck","hybrid","4.2"
4825,"purple-urkle","indica","4.4"
4826,"purple-voodoo","hybrid","4.4"
4827,"purple-widow","hybrid","4.6"
4828,"purple-wreck","indica","4.3"
4829,"q3","sativa","3.6"
4830,"qleaner","hybrid","4.4"
4831,"qrazy-train","hybrid","4.3"
4832,"quantum-kush","sativa","4.7"
4833,"querkle","indica","4.3"
4834,"quin-n-tonic","indica","4.6"
4835,"quin-n-tonic","indica","4.6"
4836,"qush","indica","4.5"
4837,"rafael","sativa","5"
4838,"rainbow-jones","indica","5"
4839,"rare-darkness","indica","0"
4840,"raspberry-cough","sativa","4.4"
4841,"raspberry-kush","indica","4.2"
4842,"ray-charles","indica","4.5"
4843,"rebel-god-smoke","sativa","5"
4844,"reclining-buddha","indica","4.9"
4845,"recon","indica","4.2"
4846,"red-congolese","sativa","4.6"
4847,"red-dragon","hybrid","4.2"
4848,"red-dwarf","indica","4.3"
4849,"red-eye-og","indica","4.4"
4850,"red-haze","sativa","4.3"
4851,"red-headed-stranger","sativa","4.5"
4852,"red-poison","hybrid","4.7"
4853,"red-widow","hybrid","3.2"
4854,"redding-og","hybrid","4.3"
4855,"redwood-kush","indica","4.4"
4856,"remedy","indica","4.6"
4857,"rene","hybrid","4.3"
4858,"richie-rich","hybrid","4.3"
4859,"ridge-berry","sativa","5"
4860,"rigger-kush","indica","0"
4861,"rip-city-purps","indica","4.2"
4862,"ripped-bubba","hybrid","4.2"
4863,"robert-plant","sativa","4.5"
4864,"rockbud","indica","4.2"
4865,"rocklock","indica","4.6"
4866,"rockstar","indica","4.3"
4867,"rockstar-kush","indica","4.2"
4868,"rockstar-master-kush","indica","4.2"
4869,"rocky-mountain-blueberry","indica","4.6"
4870,"rocky-mountain-high","hybrid","4.3"
4871,"rollex-og-kush","indica","4.7"
4872,"romping-goddess","hybrid","4"
4873,"romulan","indica","4.2"
4874,"romulan-grapefruit","hybrid","4.3"
4875,"romulan-haze","hybrid","4.5"
4876,"root-beer-kush","sativa","3.8"
4877,"rose-bud","indica","4.2"
4878,"royal-chemdawg","hybrid","4.3"
4879,"royal-dwarf","hybrid","4.4"
4880,"royal-haze","sativa","4.6"
4881,"royal-highness","hybrid","4.8"
4882,"royal-kush","hybrid","4.2"
4883,"rudeboi-og","hybrid","4.8"
4884,"rug-burn-og","hybrid","4.4"
4885,"russian-assassin","indica","4.9"
4886,"russian-rocket-fuel","hybrid","4.1"
4887,"sage","hybrid","4.2"
4888,"sfv-og","hybrid","4.4"
4889,"sfv-og-kush","indica","4.5"
4890,"sage-n-sour","sativa","4.2"
4891,"salmon-river-og","indica","4.4"
4892,"santa-maria","sativa","4.4"
4893,"santa-sativa","sativa","4.3"
4894,"sapphire-scout","hybrid","4.6"
4895,"sapphire-star","hybrid","4.5"
4896,"satellite-og","indica","4.9"
4897,"satori","hybrid","4.1"
4898,"saturn-og","hybrid","4.5"
4899,"schrom","sativa","4.3"
4900,"scouts-honor","hybrid","5"
4901,"seattle-blue","indica","4.5"
4902,"seattle-cough","sativa","4.7"
4903,"secret-garden-og","indica","5"
4904,"sensi-skunk","indica","4.4"
4905,"sensi-star","indica","4.1"
4906,"sequoia-strawberry","sativa","4.4"
4907,"serious-6","sativa","3.8"
4908,"serious-happiness","hybrid","4.4"
4909,"sexxpot","indica","4.1"
4910,"shaman","sativa","4.2"
4911,"shark-attack","indica","4.2"
4912,"shark-bite","hybrid","4.1"
4913,"shark-shock","indica","4.2"
4914,"sharks-breath","hybrid","4.4"
4915,"shining-silver-haze","sativa","4.8"
4916,"shipwreck","sativa","4.5"
4917,"shishkaberry","indica","4.3"
4918,"shiva-skunk","indica","4.2"
4919,"shoreline","hybrid","4.4"
4920,"silver-back","hybrid","4"
4921,"silver-bubble","hybrid","4.5"
4922,"silver-haze","sativa","4.2"
4923,"silver-kush","sativa","4.4"
4924,"silver-pearl","hybrid","4.3"
4925,"silver-surfer","hybrid","4.3"
4926,"silver-train","sativa","4.7"
4927,"silverback-gorilla","indica","4.5"
4928,"silverhawks-og","sativa","5"
4929,"sin-city-kush","indica","4.9"
4930,"sin-valley-og","hybrid","4.5"
4931,"sinmint-cookies","hybrid","4.6"
4932,"sinai","sativa","4.8"
4933,"sirius-black","indica","4.6"
4934,"skins-skunk","hybrid","5"
4935,"skunk-47","indica","4.3"
4936,"skunk-dawg","sativa","4.4"
4937,"skunk-haze","hybrid","4.1"
4938,"skunkberry","hybrid","4.5"
4939,"skunky-diesel","hybrid","4.2"
4940,"skydog","indica","4.5"
4941,"skywalker","indica","4.3"
4942,"skywalker-og","hybrid","4.5"
4943,"slazerbeam","sativa","4.6"
4944,"sleeskunk","sativa","4.2"
4945,"sleestack","sativa","4.3"
4946,"slimer-og","hybrid","4.6"
4947,"smelliot","hybrid","5"
4948,"snoop-dogg-og","indica","4.6"
4949,"snow-diesel","hybrid","3.4"
4950,"snow-leopard","indica","4.6"
4951,"snow-lotus","hybrid","4.6"
4952,"snow-monster","indica","4.3"
4953,"snow-mountain","indica","4"
4954,"snow-ryder","indica","4"
4955,"snow-white","hybrid","4.3"
4956,"snowland","hybrid","4.5"
4957,"snowcap","hybrid","4.1"
4958,"sojay-haze","sativa","4.8"
4959,"somango","indica","4.3"
4960,"sonic-screwdriver","sativa","4.5"
4961,"sonoma-coma","sativa","4.5"
4962,"sorcerers-apprentice","hybrid","5"
4963,"soul-assassin-og","hybrid","4.5"
4964,"soul-shine","hybrid","4.1"
4965,"soulshine-aloha","indica","0"
4966,"sour-alien","hybrid","4.3"
4967,"sour-amnesia","sativa","4.6"
4968,"sour-ape","indica","4.2"
4969,"sour-apple","hybrid","4.2"
4970,"sour-banana-sherbet","hybrid","4.7"
4971,"sour-breath","sativa","4"
4972,"sour-bubba","indica","4.5"
4973,"sour-bubble","indica","4.6"
4974,"sour-candy","hybrid","4.5"
4975,"sour-chocolate","sativa","3.9"
4976,"sour-cookies","hybrid","4.4"
4977,"sour-cream","hybrid","4.3"
4978,"sour-diesel","sativa","4.4"
4979,"sour-dream","hybrid","4.4"
4980,"sour-dubble","hybrid","4.9"
4981,"sour-flower","sativa","4.3"
4982,"sour-grape","hybrid","4.2"
4983,"sour-haze","sativa","4.5"
4984,"sour-headband","hybrid","4.4"
4985,"sour-jack","sativa","4.5"
4986,"sour-jilly","hybrid","4.8"
4987,"sour-joker","sativa","4.7"
4988,"sour-kush","hybrid","4.3"
4989,"sour-lsd","hybrid","4.3"
4990,"sour-lemon-og","hybrid","4.6"
4991,"sour-maui","sativa","4.7"
4992,"sour-og","hybrid","4.4"
4993,"sour-patch-kiss","hybrid","4.7"
4994,"sour-pebbles","sativa","4.6"
4995,"sour-poison","sativa","4.6"
4996,"sour-power","hybrid","4.7"
4997,"sour-spyder","indica","5"
4998,"sour-strawberry-diesel","hybrid","4.6"
4999,"sour-sunset","hybrid","4.7"
5000,"sour-tangie","sativa","4.6"
5001,"sour-tsunami","hybrid","4.4"
5002,"sour-urkle","hybrid","4.6"
5003,"sour-willie","sativa","4.5"
5004,"sourlope","sativa","4.6"
5005,"south-american","sativa","4"
5006,"south-asian-sativa","sativa","0"
5007,"south-central-la","indica","4.8"
5008,"south-indian-indica","indica","3.8"
5009,"southern-lights","sativa","3.5"
5010,"space-bomb","hybrid","4.3"
5011,"space-candy","hybrid","4.6"
5012,"space-dawg","indica","4.2"
5013,"space-jill","sativa","3.7"
5014,"space-monster","indica","4.3"
5015,"space-needle","sativa","3.7"
5016,"space-queen","hybrid","4.4"
5017,"special-k","hybrid","4.5"
5018,"spirit-of-76","hybrid","4.6"
5019,"sputnik","sativa","4.5"
5020,"star-berry","indica","4.6"
5021,"star-killer","indica","4.5"
5022,"star-master-kush","indica","4.7"
5023,"starbud","indica","4.6"
5024,"stardawg","hybrid","4.5"
5025,"stardawg-guava","sativa","4.6"
5026,"starfighter","hybrid","4.1"
5027,"stella-blue","sativa","4.6"
5028,"stephen-hawking-kush","indica","4.6"
5029,"stevie-wonder","hybrid","4.6"
5030,"strawberry","sativa","4.4"
5031,"strawberry-alien-kush","hybrid","4"
5032,"strawberry-amnesia","sativa","4.5"
5033,"strawberry-banana","hybrid","4.5"
5034,"strawberry-blue","sativa","4.2"
5035,"strawberry-cheesecake","indica","4.4"
5036,"strawberry-cough","sativa","4.3"
5037,"strawberry-diesel","hybrid","4.3"
5038,"strawberry-dream","hybrid","4.4"
5039,"strawberry-durban-diesel","sativa","4.4"
5040,"strawberry-fields","indica","4.6"
5041,"strawberry-frost","indica","5"
5042,"strawberry-ice","sativa","4.8"
5043,"strawberry-kush","hybrid","4.2"
5044,"strawberry-lemonade","sativa","4.3"
5045,"strawberry-mango-haze","sativa","4.6"
5046,"strawberry-milkshake","hybrid","4.4"
5047,"strawberry-og","hybrid","4.2"
5048,"strawberry-satori","sativa","4.5"
5049,"sublime","sativa","4.2"
5050,"sugar-black-rose","indica","4.5"
5051,"sugar-cookie","hybrid","4.3"
5052,"sugar-kush","indica","4.1"
5053,"sugar-mama","indica","4.8"
5054,"sugar-pine","hybrid","0"
5055,"sugar-plum","sativa","4.5"
5056,"sugar-shack","hybrid","4.6"
5057,"summertime-squeeze","sativa","4.9"
5058,"sumo-grande","sativa","4.5"
5059,"sun-ra","sativa","4.7"
5060,"sun-ra","sativa","4.7"
5061,"sunburn","sativa","4.6"
5062,"sunset-sherbert","hybrid","4.6"
5063,"sunshine","sativa","4.7"
5064,"sunshine-daydream","indica","4.4"
5065,"supa-don","sativa","4.5"
5066,"super-chronic","indica","4.8"
5067,"super-blue-dream","hybrid","4.3"
5068,"super-bud","indica","4.1"
5069,"super-cat-piss","sativa","4"
5070,"super-cheese","indica","4.5"
5071,"super-g","sativa","4.5"
5072,"super-green-crack","sativa","4.5"
5073,"super-jack","sativa","4.5"
5074,"super-kush","indica","4.2"
5075,"super-lemon-haze","sativa","4.4"
5076,"super-lemon-og","hybrid","4.4"
5077,"super-silver-haze","sativa","4.4"
5078,"super-skunk","indica","4.2"
5079,"super-snow-dog","sativa","4.5"
5080,"super-sour-diesel","sativa","4.5"
5081,"super-sour-og","hybrid","4.6"
5082,"super-sour-skunk","hybrid","4.5"
5083,"super-sour-widow","hybrid","4.7"
5084,"supergirl","indica","4.5"
5085,"superglue","hybrid","4.7"
5086,"superman-og","indica","4.3"
5087,"supermax-og","hybrid","4.9"
5088,"supernatural","sativa","4.4"
5089,"superstar","hybrid","4"
5090,"suzy-q","hybrid","4.3"
5091,"swazi-gold","sativa","3.7"
5092,"sweet-baby-jane","indica","4.3"
5093,"sweet-berry","hybrid","4.2"
5094,"sweet-black-angel","indica","4.7"
5095,"sweet-cheese","sativa","4.3"
5096,"sweet-deep-grapefruit","indica","4"
5097,"sweet-diesel","sativa","4.1"
5098,"sweet-dreams","hybrid","4.3"
5099,"sweet-jane","sativa","4.6"
5100,"sweet-kush","hybrid","4.4"
5101,"sweet-lafayette","indica","3.6"
5102,"sweet-skunk","hybrid","4.2"
5103,"sweet-tooth","indica","4.2"
5104,"sweet-and-sour-widow","indica","4.5"
5105,"swiss-bliss","hybrid","4"
5106,"swiss-gold","sativa","4.6"
5107,"swiss-sativa","sativa","4.5"
5108,"swiss-tsunami","sativa","4.8"
5109,"thc-bomb","hybrid","4.2"
5110,"tahoe-alien","hybrid","4.5"
5111,"tahoe-og","hybrid","4.4"
5112,"taliban-poison","indica","3.7"
5113,"tangelo-kush","hybrid","4"
5114,"tangerine","hybrid","4.2"
5115,"tangerine-dream","hybrid","4.4"
5116,"tangerine-haze","hybrid","4.5"
5117,"tangerine-kush","indica","4.1"
5118,"tangerine-man","sativa","4.8"
5119,"tangerine-power","hybrid","4.4"
5120,"tangerine-sunrise","sativa","4.8"
5121,"tangerine-trainwreck-haze","sativa","5"
5122,"tangie","sativa","4.5"
5123,"tangie-ghost-train","sativa","4.7"
5124,"tangilope","sativa","4.6"
5125,"tardis","sativa","5"
5126,"tembo-kush","hybrid","4.5"
5127,"terminator-og","indica","4.7"
5128,"tesla","hybrid","4.7"
5129,"tesla-tower","sativa","4.8"
5130,"thai","sativa","4.2"
5131,"thai-girl","hybrid","4"
5132,"thai-haze","sativa","4.3"
5133,"thai-lights","hybrid","4.7"
5134,"thai-tanic","sativa","4"
5135,"thai-tanic","sativa","4"
5136,"thaidal-wave","hybrid","3.8"
5137,"the-black","indica","4.4"
5138,"the-blintz","hybrid","5"
5139,"the-blood","sativa","4.6"
5140,"the-cough","sativa","4.5"
5141,"the-doctor","indica","4.4"
5142,"the-flav","hybrid","4.2"
5143,"the-fork","sativa","0"
5144,"the-ox","indica","4.8"
5145,"the-one","hybrid","4.9"
5146,"the-ooze","indica","5"
5147,"the-sauce","hybrid","4.8"
5148,"the-sister","indica","4.3"
5149,"the-third-dimension","hybrid","4.5"
5150,"the-truth","hybrid","4.6"
5151,"the-void","hybrid","4.5"
5152,"the-white","hybrid","4.6"
5153,"the-wife","hybrid","4.9"
5154,"thin-mint","hybrid","4.6"
5155,"thors-hammer","sativa","4.3"
5156,"throwback-kush","indica","4.3"
5157,"thunderbird-rose","sativa","4.8"
5158,"thunderstruck","sativa","4.9"
5159,"tiger-woods","hybrid","4.1"
5160,"tigers-milk","indica","4.6"
5161,"tigermelon","indica","3"
5162,"tillamook-strawberry","hybrid","4.7"
5163,"timewreck","sativa","4.4"
5164,"tina-danza","hybrid","4.6"
5165,"tokyo-og","hybrid","4.6"
5166,"tonics-web","indica","0"
5167,"tora-bora","indica","4.5"
5168,"toxic","hybrid","4.5"
5169,"training-day","indica","4.5"
5170,"trainwreck","hybrid","4.2"
5171,"tranquil-elephantizer-remix","indica","4.3"
5172,"transformer","hybrid","4"
5173,"trash","hybrid","4.7"
5174,"treasure-island","hybrid","4.7"
5175,"tree-of-life","hybrid","4.9"
5176,"tres-dawg","hybrid","4.5"
5177,"triangle-kush","indica","4.5"
5178,"trident","hybrid","4.3"
5179,"trinity","sativa","4.3"
5180,"triple-diesel","sativa","4.2"
5181,"trix","sativa","4.9"
5182,"tropic-thunder","hybrid","4.6"
5183,"tropical-tang","hybrid","4.5"
5184,"tropicali","hybrid","4.4"
5185,"true-og","indica","4.4"
5186,"true-x","indica","3"
5187,"truffle-butter","indica","4.5"
5188,"truth-serum","hybrid","4.3"
5189,"tuna-kush","indica","4.5"
5190,"turbo-mind-warp","hybrid","4.5"
5191,"tutankhamon","sativa","4.6"
5192,"tutti-frutti","hybrid","4.2"
5193,"twista","sativa","4.2"
5194,"twisted-citrus","sativa","4.5"
5195,"tyson","indica","4.8"
5196,"u2-kush","indica","4.1"
5197,"uk-cheese","hybrid","4.2"
5198,"uw","indica","4.3"
5199,"ultimate-trainwreck","sativa","4.4"
5200,"ultra-banana","indica","5"
5201,"ultra-sonja","hybrid","4.6"
5202,"ultra-sour","sativa","4.8"
5203,"ultraviolet-og","indica","4.7"
5204,"vcdc","hybrid","4.5"
5205,"vader-og","indica","4.5"
5206,"valentine-x","hybrid","4.4"
5207,"valley-girl","hybrid","4.7"
5208,"vanilla-kush","indica","4.3"
5209,"vanilluna","hybrid","4.8"
5210,"velvet-bud","sativa","3.9"
5211,"venice-og","sativa","4.3"
5212,"venom-og","hybrid","4.4"
5213,"venus-og","hybrid","4.8"
5214,"very-berry-haze","sativa","4"
5215,"violator-kush","indica","4.3"
5216,"violet-delight","hybrid","4.4"
5217,"viper","sativa","4.5"
5218,"voodoo","sativa","4.2"
5219,"vortex","sativa","4.3"
5220,"wmd","indica","4.9"
5221,"wsu","indica","4.4"
5222,"waldo","hybrid","4"
5223,"walker-kush","hybrid","4.8"
5224,"walrus-kush","hybrid","4.3"
5225,"wappa","hybrid","4.3"
5226,"warlock","hybrid","3.9"
5227,"washing-machine","indica","5"
5228,"watermelon","indica","4.5"
5229,"webster","sativa","4.5"
5230,"wedding-cake","hybrid","4.7"
5231,"wembley","indica","4"
5232,"west-coast-dawg","indica","4.8"
5233,"west-og","indica","3.6"
5234,"wet-dream","sativa","4.4"
5235,"whitaker-blues","indica","4.2"
5236,"white-bastard","indica","4.4"
5237,"white-berry","indica","4.1"
5238,"white-bubblegum","indica","5"
5239,"white-buffalo","sativa","4.5"
5240,"white-cheese","hybrid","4.2"
5241,"white-cookies","hybrid","4.3"
5242,"white-dawg","hybrid","4.2"
5243,"white-diesel","hybrid","4.2"
5244,"white-dragon","indica","4.2"
5245,"white-durban","sativa","4.6"
5246,"white-elephant","hybrid","4.4"
5247,"white-empress","indica","4.4"
5248,"white-fire-43","indica","4.7"
5249,"white-gold","hybrid","4.7"
5250,"white-gorilla","hybrid","4.7"
5251,"white-haze","sativa","4"
5252,"white-kryptonite","indica","4.5"
5253,"white-kush","indica","4.5"
5254,"white-lavender","hybrid","4.2"
5255,"white-lightning","hybrid","4.4"
5256,"white-lotus","hybrid","4.2"
5257,"white-nightmare","sativa","4.7"
5258,"white-og","indica","4.5"
5259,"white-queen","hybrid","4.6"
5260,"white-rhino","indica","4.2"
5261,"white-romulan","hybrid","4.3"
5262,"white-russian","hybrid","4.3"
5263,"white-siberian","hybrid","4.5"
5264,"white-skunk","hybrid","4.4"
5265,"white-tygh-dream","indica","5"
5266,"white-urkle","hybrid","4.6"
5267,"white-walker-kush","hybrid","4.2"
5268,"white-widow","hybrid","4.3"
5269,"white-zombie","hybrid","4"
5270,"whiteout","hybrid","4.6"
5271,"whitewalker-og","indica","4.7"
5272,"wild-thailand","sativa","3.8"
5273,"willie-nelson","sativa","4.3"
5274,"willy-wonka","sativa","4.5"
5275,"wonder-haze","hybrid","4.2"
5276,"wonder-kid","indica","4.7"
5277,"wonder-woman","hybrid","4.4"
5278,"wonderwoman-og","indica","4"
5279,"woody-kush","indica","4.3"
5280,"wookie","hybrid","5"
5281,"wreckage","hybrid","4.5"
5282,"x-wing","indica","4.3"
5283,"x-tra-chz","hybrid","4"
5284,"xj-13","hybrid","4.3"
5285,"xxx-420","indica","4.3"
5286,"xxx-og","indica","4.5"
5287,"xanadu","sativa","4.8"
5288,"y-griega","sativa","4.8"
5289,"yeti-og","indica","4.6"
5290,"yoda-og","indica","4.5"
5291,"yumboldt","indica","4.2"
5292,"yummy","hybrid","4.2"
5293,"zamaldelica","sativa","5"
5294,"zen","hybrid","4.3"
5295,"zeta-sage","sativa","4.5"
5296,"zkittlez","indica","4.6"
5297,"zombie-kush","indica","5"
5298,"zombie-og","indica","4.4"
5299,"zoom-pie","indica","4.6"
5300,"acid",NULL,NULL
5301,"afgahni-bullrider",NULL,NULL
5302,"arjans-strawberry-haze",NULL,NULL
5303,"avi-dekel",NULL,NULL
5304,"bsc",NULL,NULL
5305,"balmoral",NULL,NULL
5306,"banana-cream-og",NULL,NULL
5307,"berry-og",NULL,NULL
5308,"big-smooth",NULL,NULL
5309,"birthday-cake-kush",NULL,NULL
5310,"black-84",NULL,NULL
5311,"black-haze",NULL,NULL
5312,"black-tuna",NULL,NULL
5313,"blue-boy",NULL,NULL
5314,"blue-champange",NULL,NULL
5315,"blue-kush",NULL,NULL
5316,"blue-moon-rocks",NULL,NULL
5317,"blue-zkittlez",NULL,NULL
5318,"blueberry-muffins",NULL,NULL
5319,"blueberry-silvertip",NULL,NULL
5320,"blurple",NULL,NULL
5321,"boggle-gum",NULL,NULL
5322,"booger",NULL,NULL
5323,"bordello",NULL,NULL
5324,"boss-hogg",NULL,NULL
5325,"bruce-banner-3",NULL,NULL
5326,"bubbas-gift",NULL,NULL
5327,"buddhas-sister",NULL,NULL
5328,"cbd-blue-shark",NULL,NULL
5329,"cannatonic",NULL,NULL
5330,"captains-cake",NULL,NULL
5331,"carl-sagan",NULL,NULL
5332,"champagne-kush",NULL,NULL
5333,"chemwreck",NULL,NULL
5334,"chemdawg-4",NULL,NULL
5335,"chemdawg-91",NULL,NULL
5336,"chemdawg-sour-diesel",NULL,NULL
5337,"cherry-sherbet",NULL,NULL
5338,"cinderellas-dream",NULL,NULL
5339,"cindy-white",NULL,NULL
5340,"citrus-sunshine-haze",NULL,NULL
5341,"clementine-kush",NULL,NULL
5342,"cloud-9",NULL,NULL
5343,"colorado-chem",NULL,NULL
5344,"cookies-and-cream",NULL,NULL
5345,"cowboy-kush",NULL,NULL
5346,"crimea-blue",NULL,NULL
5347,"critical-plus",NULL,NULL
5348,"crunch-berry-kush",NULL,NULL
5349,"dark-blue-dream",NULL,NULL
5350,"dawgs-waltz",NULL,NULL
5351,"dog-shit",NULL,NULL
5352,"donegal",NULL,NULL
5353,"dopium",NULL,NULL
5354,"dr-grinspoon",NULL,NULL
5355,"dr-who",NULL,NULL
5356,"dragons-breath",NULL,NULL
5357,"dutch-treat-haze",NULL,NULL
5358,"dutchberry",NULL,NULL
5359,"elmers-glue",NULL,NULL
5360,"forbidden-fruit",NULL,NULL
5361,"franks-gift",NULL,NULL
5362,"fruit-loops",NULL,NULL
5363,"fruit-spirit",NULL,NULL
5364,"gg-1",NULL,NULL
5365,"gg-4",NULL,NULL
5366,"gg-5",NULL,NULL
5367,"gsc",NULL,NULL
5368,"gas-mask",NULL,NULL
5369,"ghost-cookies",NULL,NULL
5370,"ghost-train-haze",NULL,NULL
5371,"glad-max",NULL,NULL
5372,"gods-gift",NULL,NULL
5373,"gods-green-crack",NULL,NULL
5374,"godzilla-glue",NULL,NULL
5375,"golden-lemon",NULL,NULL
5376,"golden-panda",NULL,NULL
5377,"golden-ticket",NULL,NULL
5378,"grand-hustle",NULL,NULL
5379,"guava-kush",NULL,NULL
5380,"haole",NULL,NULL
5381,"hemlock",NULL,NULL
5382,"hogs-breath",NULL,NULL
5383,"i-95",NULL,NULL
5384,"irene-kush",NULL,NULL
5385,"jah-kush",NULL,NULL
5386,"jean-guy",NULL,NULL
5387,"jenny-kush",NULL,NULL
5388,"jesus",NULL,NULL
5389,"khalifa-kush",NULL,NULL
5390,"kings-bread",NULL,NULL
5391,"la-kush",NULL,NULL
5392,"lamb-s-bread",NULL,NULL
5393,"larry-bird-kush",NULL,NULL
5394,"lavender-jones",NULL,NULL
5395,"lemon-og-haze",NULL,NULL
5396,"lemon-walker-og",NULL,NULL
5397,"liberty-haze",NULL,NULL
5398,"lime-green-skunk",NULL,NULL
5399,"love-potion",NULL,NULL
5400,"lowryder",NULL,NULL
5401,"mag-landrace",NULL,NULL
5402,"master-skunk",NULL,NULL
5403,"maui-bubble-gift",NULL,NULL
5404,"medibud",NULL,NULL
5405,"middlefork",NULL,NULL
5406,"monster-og",NULL,NULL
5407,"montana-silvertip",NULL,NULL
5408,"mothers-helper",NULL,NULL
5409,"mr-nice",NULL,NULL
5410,"mt-hood-magic",NULL,NULL
5411,"nevilles-haze",NULL,NULL
5412,"ninja-fruit",NULL,NULL
5413,"northernberry",NULL,NULL
5414,"northern-lights--5",NULL,NULL
5415,"northern-lights-5-x-haze",NULL,NULL
5416,"og-diesel-kush",NULL,NULL
5417,"orange-skunk",NULL,NULL
5418,"pandoras-box",NULL,NULL
5419,"papas-og",NULL,NULL
5420,"peaches-and-cream",NULL,NULL
5421,"pearl-scout-cookies",NULL,NULL
5422,"peppermint-cookies",NULL,NULL
5423,"pie-face-og",NULL,NULL
5424,"platinum-wreck",NULL,NULL
5425,"purple-alien-og",NULL,NULL
5426,"purple-mr-nice",NULL,NULL
5427,"race-fuel-og",NULL,NULL
5428,"rainbow",NULL,NULL
5429,"rare-dankness-1",NULL,NULL
5430,"raskal-og",NULL,NULL
5431,"red-cherry-berry",NULL,NULL
5432,"red-diesel",NULL,NULL
5433,"ringos-gift",NULL,NULL
5434,"rolls-choice",NULL,NULL
5435,"rubicon",NULL,NULL
5436,"scooby-snack",NULL,NULL
5437,"scotts-og",NULL,NULL
5438,"secret-recipe",NULL,NULL
5439,"shiatsu-kush",NULL,NULL
5440,"skunk-1",NULL,NULL
5441,"skywalker-alien",NULL,NULL
5442,"snoop-s-dream",NULL,NULL
5443,"snow-bud",NULL,NULL
5444,"sour-chees",NULL,NULL
5445,"star-tonic",NULL,NULL
5446,"sugar-punch",NULL,NULL
5447,"sunshine-4",NULL,NULL
5448,"supernova",NULL,NULL
5449,"the-grunk",NULL,NULL
5450,"hog",NULL,NULL
5451,"think-different",NULL,NULL
5452,"triple-cheese",NULL,NULL
5453,"urkle-train-haze",NULL,NULL
5454,"verde-electric",NULL,NULL
5455,"versace",NULL,NULL
5456,"walter-white",NULL,NULL
5457,"white-99",NULL,NULL
5458,"white-fire-alien-og",NULL,NULL
5459,"white-fire-og",NULL,NULL
5460,"white-tahoe-cookies",NULL,NULL
5461,"willys-wonder",NULL,NULL
5462,"wonka-s-bubbilicious",NULL,NULL
5463,"wookies",NULL,NULL
5464,"zeus-og",NULL,NULL
